device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
6387,2023-05-02 11:30:57,0,5.6614,Flap,1.00,52.6140127,4.9899209,-5,25.6,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:30:57,20,5.6614,Flap,0.99,52.6140127,4.9899209,-5,25.6,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:03,0,11.3569,Flap,0.82,52.6139425,4.9892969,-7,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:03,20,11.3569,ExFlap,0.63,52.6139425,4.9892969,-7,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:09,0,4.9091,Pecking,0.36,52.6139300,4.9891162,-11,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:09,20,4.9091,Soar,0.84,52.6139300,4.9891162,-11,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:15,0,0.0792,Pecking,0.65,52.6139354,4.9891151,-11,25.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:15,20,0.0792,ExFlap,0.98,52.6139354,4.9891151,-11,25.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:21,0,6.8754,Flap,0.99,52.6139501,4.9894099,-8,24.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:21,20,6.8754,Flap,0.99,52.6139501,4.9894099,-8,24.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:27,0,5.5538,Flap,0.99,52.6140201,4.9898875,-5,25.2,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:27,20,5.5538,Flap,0.99,52.6140201,4.9898875,-5,25.2,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:33,0,11.2819,Flap,0.99,52.6139680,4.9893671,-6,25.5,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:33,20,11.2819,Flap,1.00,52.6139680,4.9893671,-6,25.5,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:40,0,12.5645,Flap,0.98,52.6137065,4.9883449,-8,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:40,20,12.5645,Flap,0.99,52.6137065,4.9883449,-8,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:46,0,12.6626,Flap,0.99,52.6134729,4.9874170,-9,25.9,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:46,20,12.6626,Flap,1.00,52.6134729,4.9874170,-9,25.9,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:52,0,11.7563,Flap,1.00,52.6132356,4.9864939,-7,26.0,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:52,20,11.7563,Flap,0.99,52.6132356,4.9864939,-7,26.0,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:58,0,13.2396,Flap,1.00,52.6130391,4.9854387,-6,26.0,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:31:58,20,13.2396,Flap,1.00,52.6130391,4.9854387,-6,26.0,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:04,0,13.0608,Flap,0.99,52.6128117,4.9843867,-4,26.1,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:04,20,13.0608,Flap,1.00,52.6128117,4.9843867,-4,26.1,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:10,0,13.1914,Flap,1.00,52.6126051,4.9833613,-3,26.2,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:10,20,13.1914,Flap,0.98,52.6126051,4.9833613,-3,26.2,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:16,0,12.4410,Manouvre,0.92,52.6123085,4.9822539,-1,26.2,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:16,20,12.4410,Flap,0.45,52.6123085,4.9822539,-1,26.2,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:22,0,5.5014,Soar,0.99,52.6123409,4.9815788,2,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:22,20,5.5014,Soar,0.54,52.6123409,4.9815788,2,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:29,0,9.7153,Flap,0.45,52.6121777,4.9806705,5,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:29,20,9.7153,Soar,0.94,52.6121777,4.9806705,5,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:35,0,6.7800,Soar,0.99,52.6122875,4.9805814,2,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:35,20,6.7800,Soar,0.87,52.6122875,4.9805814,2,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:41,0,8.9593,Flap,0.96,52.6120502,4.9812101,0,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:41,20,8.9593,Soar,0.90,52.6120502,4.9812101,0,26.3,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:47,0,11.3340,Flap,0.95,52.6121041,4.9808160,1,26.4,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:47,20,11.3340,Soar,0.75,52.6121041,4.9808160,1,26.4,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:53,0,5.4620,Soar,0.96,52.6122607,4.9803898,0,26.4,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:59,0,9.0990,Soar,0.97,52.6122161,4.9809724,0,26.4,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:32:59,20,9.0990,Soar,0.95,52.6122161,4.9809724,0,26.4,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:05,0,8.9938,Soar,0.75,52.6122706,4.9808526,-4,26.5,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:05,20,8.9938,Soar,0.99,52.6122706,4.9808526,-4,26.5,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:11,0,11.0750,Manouvre,0.54,52.6120667,4.9798927,-4,26.5,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:11,20,11.0750,Soar,0.99,52.6120667,4.9798927,-4,26.5,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:18,0,0.0433,SitStand,0.92,52.6121458,4.9799899,-10,26.4,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:18,20,0.0433,SitStand,1.00,52.6121458,4.9799899,-10,26.4,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:24,0,0.0565,SitStand,0.96,52.6121469,4.9799913,-10,26.1,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:24,20,0.0565,SitStand,0.95,52.6121469,4.9799913,-10,26.1,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:30,0,0.0338,Pecking,0.79,52.6121474,4.9799908,-10,25.8,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:30,20,0.0338,SitStand,0.99,52.6121474,4.9799908,-10,25.8,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:36,0,0.0854,SitStand,1.00,52.6121490,4.9799918,-10,25.8,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:42,0,0.0998,SitStand,1.00,52.6121491,4.9799918,-10,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:42,20,0.0998,SitStand,1.00,52.6121491,4.9799918,-10,25.7,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:48,0,0.0156,SitStand,1.00,52.6121482,4.9799925,-10,25.8,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:48,20,0.0156,SitStand,1.00,52.6121482,4.9799925,-10,25.8,2024-11-23 18:24:18,45_best
6387,2023-05-02 11:33:54,0,0.0303,SitStand,1.00,52.6121484,4.9799930,-10,25.9,2024-11-23 18:24:18,45_best
