device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
6387,2023-05-02 12:00:45,0,0.0555,SitStand,0.99,52.6104829,4.9434963,-2,25.6,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:00:45,20,0.0555,SitStand,0.99,52.6104829,4.9434963,-2,25.6,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:00:51,0,0.0208,SitStand,0.90,52.6104825,4.9434963,-3,25.6,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:00:51,20,0.0208,SitStand,1.00,52.6104825,4.9434963,-3,25.6,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:00:58,0,0.0728,SitStand,1.00,52.6104835,4.9434968,-3,25.6,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:00:58,20,0.0728,SitStand,1.00,52.6104835,4.9434968,-3,25.6,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:04,0,0.0243,SitStand,0.98,52.6104850,4.9434998,-3,25.4,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:04,20,0.0243,SitStand,0.99,52.6104850,4.9434998,-3,25.4,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:10,0,0.0337,SitStand,1.00,52.6104864,4.9435017,-3,25.7,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:10,20,0.0337,SitStand,1.00,52.6104864,4.9435017,-3,25.7,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:16,0,0.0093,SitStand,1.00,52.6104867,4.9435063,-3,25.8,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:16,20,0.0093,SitStand,1.00,52.6104867,4.9435063,-3,25.8,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:22,0,0.0187,SitStand,0.99,52.6104864,4.9435098,-3,25.7,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:22,20,0.0187,SitStand,1.00,52.6104864,4.9435098,-3,25.7,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:28,0,0.0277,SitStand,1.00,52.6104859,4.9435148,-3,25.8,2024-11-23 18:24:27,45_best
6387,2023-05-02 12:01:28,20,0.0277,SitStand,1.00,52.6104859,4.9435148,-3,25.8,2024-11-23 18:24:27,45_best
