device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
6387,2023-05-02 14:52:48,0,9.0546,Flap,1.00,52.5922766,5.0231044,10,25.7,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:52:48,20,9.0546,Flap,0.99,52.5922766,5.0231044,10,25.7,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:52:55,0,9.3743,Flap,0.99,52.5927649,5.0225609,11,25.8,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:52:55,20,9.3743,Flap,0.99,52.5927649,5.0225609,11,25.8,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:01,0,8.5885,Soar,0.99,52.5931665,5.0221080,14,25.8,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:01,20,8.5885,Soar,0.78,52.5931665,5.0221080,14,25.8,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:07,0,9.8941,Flap,0.98,52.5936057,5.0217225,10,25.8,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:07,20,9.8941,Flap,0.99,52.5936057,5.0217225,10,25.8,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:13,0,8.8762,Flap,0.99,52.5939998,5.0212687,12,25.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:13,20,8.8762,Flap,0.93,52.5939998,5.0212687,12,25.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:19,0,7.1818,Soar,0.97,52.5943895,5.0211961,17,25.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:19,20,7.1818,Soar,0.99,52.5943895,5.0211961,17,25.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:25,0,7.8557,Soar,0.99,52.5946460,5.0216883,17,25.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:25,20,7.8557,Soar,0.98,52.5946460,5.0216883,17,25.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:31,0,4.0681,Soar,0.99,52.5946863,5.0221758,18,26.0,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:31,20,4.0681,Soar,0.98,52.5946863,5.0221758,18,26.0,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:38,0,8.2200,Soar,0.98,52.5945185,5.0213684,17,26.0,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:38,20,8.2200,Soar,0.93,52.5945185,5.0213684,17,26.0,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:44,0,16.0611,Manouvre,0.79,52.5943508,5.0218858,4,26.0,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:44,20,16.0611,Soar,0.95,52.5943508,5.0218858,4,26.0,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:50,0,10.0881,Soar,0.99,52.5945198,5.0219142,-4,25.7,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:50,20,10.0881,Soar,0.97,52.5945198,5.0219142,-4,25.7,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:56,0,0.0998,Float,0.90,52.5946410,5.0217944,-4,25.3,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:53:56,20,0.0998,Float,0.45,52.5946410,5.0217944,-4,25.3,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:02,0,0.0610,Float,0.50,52.5946397,5.0217909,-5,24.5,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:02,20,0.0610,Float,0.97,52.5946397,5.0217909,-5,24.5,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:08,0,0.0712,Float,0.98,52.5946376,5.0217966,-5,23.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:08,20,0.0712,Float,0.94,52.5946376,5.0217966,-5,23.9,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:14,0,0.3092,Float,0.99,52.5946295,5.0218001,-6,23.5,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:14,20,0.3092,Float,1.00,52.5946295,5.0218001,-6,23.5,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:20,0,0.1380,SitStand,0.62,52.5946234,5.0218031,-6,23.2,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:20,20,0.1380,Float,0.99,52.5946234,5.0218031,-6,23.2,2024-11-23 18:24:38,45_best
6387,2023-05-02 14:54:27,0,0.3095,SitStand,0.46,52.5946147,5.0217981,-6,23.0,2024-11-23 18:24:38,45_best
